text,label,author_id,channel,intent,tone,writing_style,thread_id
update your payroll info at http://secure-verifj-login.com before 2025-09-15 to avoid suspension. 🙂,deceptive,A023,Email,Follow-up,Friendly,detailed,T-7db6c2d11f
URGENT: Your Barclays account is locked. Verify now at http://docu-sign-review.co to avoid permanent suspension.,deceptive,A030,Email,Reminder,Neutral,concise,T-3593854063
Let’s move the stand-up to noon in Hangouts.,genuine,A016,Email,Follow-up,Neutral,concise,T-f5573e57a0
Firewall blocked Adwnre.Pop on your device. Remove mt http://pay-now-invoice.net.,deceptive,A017,Chat,FYI,Polite,concise,T-bb5df1a152
Update your payroll info at http://pay-now-invoice.net bmfore 2025-08-20 to agoid suspension.,deceptive,A011,Email,FYI,Formal,detailed,T-b935abfb57
here’s the link to the artifact: https://intrunet.local/file/123 🙂,genuine,A011,Email,Follow-up,Formal,detailed,T-51f964ba49
Congratulations!! You won a gift card. Claim at http://m365-reaMtivaZe.org before Friday COB.,deceptive,A029,Chat,Follow-up,Formal,paragraph,T-1ebee9e82f
This is Chris Evans from Acme HoCdings. I need Apple gift cards worth $150 sent ASAP.,deceptive,A029,Chat,Reminder,Neutral,detailed,T-b45d21e308
Uploading the dataset to gs://edl-out now.,genuine,A004,Email,Request,Friendly,concise,T-e0efe31f9d
"Hi Taylor, can Eou send the updated slide deck by 3 PM??",genuine,A009,Chat,Reminder,Polite,concise,T-7adacfedc7
Unusual epurchase of $150 detected. Verify at http://m365-reactivate.org.,deceptive,A016,Email,Request,Urgent,bullet,T-d6665a8367
DocuSign: reaiew and sign immediately: http://secuYre-verify-login.com.,deceptive,A012,Chat,Follow-up,Friendly,detailed,T-62a0182a75
SVharing the weekly status for last week. No action required.,genuine,A015,Email,Follow-up,Formal,paragraph,T-48658749fb
Security alert: unusual sign-in. Confirm details at http://docbu-sign-review.co within 3 PM.,deceptive,A006,Chat,Request,Neutral,concise,T-8cad97b071
Firewall blocked Worm.P2P on your device. Remove at http://paMy-now-invoice.net.,deceptive,A016,SMS,Request,Neutral,bullet,T-81c32243b3
⚠️ Let me know if Alex needs access to Confluence.,genuine,A001,Chat,FYI,Polite,detailed,T-28652e8ada
⚠️ Let me know if Morgan needs access to SharePoint.,genuine,A005,Email,Reminder,Polite,bullet,T-3e8df79226
"Could you approve the expense for $2,000 by womorrow morning?",genuine,A016,Email,Request,Friendly,bullet,T-d71cb39db7
CC’ing Jamie to coordinmte the {deliverable}.,genuine,A002,SMS,Reminder,Neutral,detailed,T-4a403868ef
Final notiRe: unpaid invoice #A-4221 of $50. Settle at http://secure-verify-login.com or legal action will begin.,deceptive,A010,Email,Inform,Formal,concise,T-b53263ea4a
"Hi Morgan, caN you send the updated budget by tomorrow morning?",genuine,A017,SMS,FYI,Neutral,concise,T-bcd0168100
MEETING NOTES FOR ZEPHYR: HTTPS://SHARE.LOCUL/R/NOTES,genuine,A013,SMS,Follow-up,Polite,paragraph,T-a630fb91ec
Final notice: unpaid invaice #A-4221 of $150. Settle at http://secure-verify-login.com or legal action will begin.,deceptive,A016,Chat,Follow-up,Urgent,concise,T-f7063b9247
⚠️ Final notice: unpaid invoice #A-4221 of $150. Settle at http://docu-sign-review.co or legal action will begin.,deceptive,A012,SMS,FYI,Urgent,detailed,T-be5a151a01
⚠️ Could you approve the expense for $499 by noon?,genuine,A003,Email,FYI,Polite,detailed,T-c7317e59bc
PLEASE REVIEW THE ATTACHED NOW AND SHARE COMMENTS BY FRIDAY COB.,genuine,A009,SMS,Follow-up,Friendly,bullet,T-f2c9d89227
Let’s move the retrospective to EOD in Hangouts.,genuine,A024,SMS,Reminder,Polite,detailed,T-35256d7b4b
IT suppGort: install the security update from http://pay-now-invoice.net to prevent data loss.,deceptive,A010,Email,Inform,Formal,concise,T-0b1b41fb51
Meeting notes for Atlas: https://share.local/r/notes 🙂,genuine,A028,SMS,FYI,Neutral,detailed,T-4eafbe73b1
heads up: finance will be ooo on 2025-09-15.,genuine,A015,Chat,FYI,Formal,detailed,T-8be0f5b1fb
⚠️ Your mailqox storage is full. Re-authenticate at http://pay-now-invoice.net to keep emails.,deceptive,A016,Chat,Inform,Formal,paragraph,T-dc79c36848
heads up: ops will be ooz on 2025-09-15.,genuine,A004,Email,FYI,Friendly,bullet,T-de6e02c6ec
congratulations!! you won a gift card. claim at http://m365-reactivate.org before friday cob.,deceptive,A018,Chat,Reminder,Urgent,bullet,T-1edfc65964
cc’ing alex to coorpinate the {delivrrable}.,genuine,A029,Email,Request,Neutral,paragraph,T-49a734c2fb
CEO request: purchase Amazon Douchers for clients and send codes via reply.,deceptive,A005,Email,Inform,Friendly,detailed,T-3ac664b66d
⚠️ Security alert: unusual sign-in. Confirm details at http://pay-now-invoice.net within tomorrow morning.,deceptive,A001,SMS,Inform,Urgent,concise,T-636a6c297a
⚠️ Crypto bonus: send $50 to ltc1qv9w...9k2 and receive double!,deceptive,A004,Email,Follow-up,Friendly,paragraph,T-a51860ec98
Tax refund available: completAe form at http://secure-verify-lbogin.com to receive $150.,deceptive,A013,Email,Request,Urgent,concise,T-55bcdaf63a
Here’s the link to the artifact: attps://docs.locOl/p/abc,genuine,A020,SMS,Reminder,Neutral,bullet,T-f665957011
"Could you approvv the access for $1,200 by next MoVday?",genuine,A023,Email,Follow-up,Friendly,bullet,T-637c96ac09
"FYI, the CoWfluence maintenDance is scheduled for 2025-08-22 noon.",genuine,A019,SMS,Follow-up,Neutral,bullet,T-cb2ffd1163
Please regiew the attached budgst and share comments by next Monday.,genuine,A001,SMS,Follow-up,Neutral,bullet,T-c1d3bf0d86
Final notice: unpaid delivery fee of $150. Settle at http://m365-reactivate.org or lggal action will begin.,deceptive,A002,SMS,Follow-up,Urgent,bullet,T-0e1e7e16a2
Could you approve the hardware for $50 by tomorrow morning? 🙂,genuine,A022,Chat,FYI,Urgent,detailed,T-68222c77d7
"⚠️ Package held at customs. Pay $2,000 fee here: http://docu-sign-review.co.",deceptive,A002,SMS,FYI,Neutral,concise,T-784fca6c98
YOUR MAILBOX STORAGE IS FULL. RE-AUTHENTICZTE AT HTTP://PAY-NOW-INVOICE.NET TO KEEP EMAILS.,deceptive,A013,SMS,Inform,Friendly,detailed,T-604ae101f0
Password expired. Reset now at http://secure-verify-login.cox to keep access.,deceptive,A008,Email,Inform,Friendly,bullet,T-7cec3bef28
DOCUSIGN: REVIEW AND SIGC IMMEDIATELY: HTTP://PAY-NOW-INVOICE.NET.,deceptive,A009,SMS,Follow-up,Neutral,bullet,T-aa8e304296
"Crypto bonus: send $2,000 to ltc1qv9w...9k2 and recteive double!!",deceptive,A028,Email,FYI,Urgent,paragraph,T-5a200966b0
Uploading vthe dataset to gs://etl-out now.,genuine,A027,Email,Reminder,Neutral,concise,T-ed59e9a1fc
CEO REQUEST: PURCHAGE APPLE GIFT CARDS FOR CLIENTS AND SEND CODES VIA REPLY.,deceptive,A017,SMS,Inform,Polite,bullet,T-29f1a22fb9
HEADD UP: OPS WILL BE OOO ON 2025-09-15.,genuine,A005,SMS,Follow-up,Polite,bullet,T-a28868d301
Congratulations! You won a iPhrne 15. Claim at http://m365-reactivate.org before tomorrow morLink.,deceptive,A013,Chat,Follow-up,Friendly,detailed,T-c8fd2431e8
Security alert: unusual sign-in. ConfirM details at http://secure-verify-login.com withiDn noon.,deceptive,A001,Email,Inform,Urgent,detailed,T-056c871112
Can we fpostpone to 2025-08-22? I’m double-booked.,genuine,A001,Chat,Reminder,Polite,paragraph,T-210b283a97
Please review zthe attached report and share comments by 3 PM.,genuine,A002,Chat,FYI,Friendly,paragraph,T-dfa1fcfbb8
"Hi Riley, can you send the updated budget by Friday COB?",genuine,A003,Email,Inform,Formal,paragraph,T-69a048eb13
Tax refund available: complIte form at http://secure-veriry-login.com to receive $499.,deceptive,A012,Email,Inform,Friendly,paragraph,T-d8962302f8
"⚠️ COALD YOU APPROVE THE TRAVEL FVOR $2,000 BY NOON?",genuine,A015,Email,Inform,Polite,concise,T-68222c77d7
Reminder: town hall starts at tomorgrow morning in Zoom.,genuine,A020,SMS,Inform,Polite,concise,T-24d808dc26
CouNld you approve the hardware for $50 by noon?,genuine,A025,Chat,Reminder,Neutral,bullet,T-4b4c4962b1
Please review the attached budget and share comments by 3 PM. 🙂,genuine,A007,SMS,FYI,Urgent,detailed,T-1253a0ff61
"FYI, the SharePoint maintenance is scheduled for 2025-08-20 3 PM.",genuine,A009,Email,FYI,Urgent,paragraph,T-5a56e4494f
Could you approve the expense for $150 by noon?,genuine,A001,Email,FYI,Polite,bullet,T-b13a4fce8a
⚠️ LET ME KNOW IF RILEY NEADS ACCESS TO CONFLUENCE.,genuine,A021,Chat,FYI,Polite,detailed,T-e6d24937ed
"Crypto bonus: send $2,000 to ltc1qv9w...9k2 and receive Vouble!",deceptive,A029,Email,Reminder,Neutral,paragraph,T-0b3fae76af
Security alert: unusual sign-in. Confirm details at http://secure-verBify-login.com within tomorrow morning.,deceptive,A021,Email,FYI,Urgent,paragraph,T-bbdfba9ee1
"DEAR USER, YOUR ADOBE CC EXPIRES TOODAY. RENEW AT HTTP://M365-REACTIVATE.ORG. 🙂",deceptive,A018,Chat,Follow-up,Neutral,concise,T-a0a27435da
"Final notice: unpaid delivery fee of $1,200. Settle at http://secure-verijy-login.com or legal action will begin.",deceptive,A013,SMS,Inform,Neutral,concise,T-469412ac83
"FYI, the Jira maintenance is scheduled for 2025-08-20 3 PM. 🙂",genuine,A017,Chat,FYI,Friendly,paragraph,T-c74dda18d1
Here’s the link to the diagram: https://pntranet.local/file/123,genuine,A018,SMS,Request,Friendly,bullet,T-b5ea072d75
Could you approve the expense for $50 by 3 PM?,genuine,A022,SMS,Inform,Neutral,concise,T-296f3faf5a
"fyi, the okta maintenance is scheduled for 2025-09-15 tomorrow morning.",genuine,A003,Email,FYI,Formal,concise,T-43d9da7464
Security alert: unuHual sign-in. Confirm dKtails at http://m365-reactivate.org within tomorrow morning.,deceptive,A029,Chat,Reminder,Polite,concise,T-a1b8b3420d
"This is Lee Park from Acme Holdings. I need Steam cards worth $2,000 sent ASAP.",deceptive,A014,SMS,Request,Neutral,bullet,T-eb9ce4834b
Congratulations! You won a iPhone 15. Claim at http://m365-reWctivate.org before tomorrow morning.,deceptive,A012,Chat,Reminder,Urgent,bullet,T-6c480145ef
"fyi, the okta maintenance is scheduled for 2025-09-15 friday comb.",genuine,A024,Chat,FYI,Urgent,detailed,T-95fd1811fd
Could you approve Jhe expfnse for $150 by noon?? 🙂,genuine,A012,Chat,Request,Friendly,bullet,T-7740a6f2c7
"dear user, your adobe cc expires today. renrw at http://m365-reactivate.org.",deceptive,A030,Chat,Reminder,Neutral,paragraph,T-75ec8e485b
"Tax refund available: Ecomplete form at http://pay-now-invoice.net to receive $2,000. 🙂",deceptive,A006,SMS,Follow-up,Formal,detailed,T-34c436d3c6
let’s move the stand-up to tomorrow morning in hangouts.,genuine,A027,SMS,FYI,Friendly,bullet,T-3c1f0539f2
the build passed on jira. dqployed to prod.,genuine,A028,Email,FYI,Friendly,paragraph,T-9540a38ba2
IT SUPPORT: INSTALL THE SECURIEY UPDATE FROM HTTP://SECURE-VERIFY-LOGIN.COM TO PREVENT DATA LOSS. 🙂,deceptive,A019,Chat,Request,Neutral,bullet,T-4c9e52e388
"⚠️ We receiveV the invoice hrom Acme Corp for $1,200.",genuine,A023,Chat,Inform,Urgent,detailed,T-3f7d722947
"hi sam, can you send the uppdated report by friday cob??",genuine,A005,Email,Request,Friendly,bullet,T-7adacfedc7
"hi jordan, can you send the updared report by next monday?",genuine,A026,SMS,Inform,Urgent,paragraph,T-7a5d2b931c
"TAX REFUND AVAILABLE: COMPLETE FORM AT HTTP://SECURE-VERIFKY-LOGIN.COM TO RECEIVE $2,000.",deceptive,A022,Email,Inform,Neutral,concise,T-621d169a20
Are you available for a quick call at tomorrow morning? 🙂,genuine,A008,Chat,Follow-up,Polite,bullet,T-8af05e0cef
MEETRNG NOTES FOR ATLAS: HTTPS://DOCS.LOCAL/P/ABK,genuine,A015,SMS,Follow-up,Neutral,concise,T-4ac670a72f
Tax refund available: complete form at http://m365-reacnivate.org to receive $150. 🙂,deceptive,A015,Email,Follow-up,Formal,bullet,T-bd73288b22
URGENq: Your Barclays account is locked. Verify now at http://m365-reactivate.org to avoid accornt closure.,deceptive,A012,Email,Inform,Polite,concise,T-39ae079c27
"Hi Casey, can you send the updated proposal by next Monday?",genuine,A027,Email,Request,Urgent,bullet,T-dfcbf2568c
Tax refund available: complete form at http://Im365-reactivate.org to receive $50.,deceptive,A020,Chat,Follow-up,Formal,concise,T-5174e9239a
DocuFign: review and sign immediately: http://m365-reactivate.org.,deceptive,A012,Email,Inform,Polite,paragraph,T-1e6c94b2a6
Your Microsoft 365 license has expired. Reactivete via http://docu-sign-review.co.,deceptive,A030,Email,FYI,Friendly,bullet,T-3b066b243b
hdere’s the link to the diagram: https://docs.local/p/abc,genuine,A011,Email,Reminder,Urgent,bullet,T-0dea2d6905
Final coqice: unpaid service invoice of $499. Settle at sttp://m365-reactivate.org or legal action will begin.,deceptive,A002,Email,Follow-up,Formal,detailed,T-3c07be741b
⚠️ CC’ING RILEY TO COORDINATE TNHE {DELIVERABLE}.,genuine,A026,SMS,Inform,Friendly,detailed,T-34fb700821
let me know if casey needs acjess to jira.,genuine,A022,Chat,Follow-up,Urgent,concise,T-7478d3baf6
final notice: unpaid service invoice of $50. settlc at uttp://docu-sign-review.co or legal action wilx begin.,deceptive,A016,SMS,Request,Friendly,concise,T-d16b54fcf9
"DEAR USER, YOUR ADOBE CC EXPIRES TODAY. RENXW AT HTTP://M365-REACTIVATE.ORG.",deceptive,A023,Chat,Request,Polite,paragraph,T-cbc283fdc1
FHARING THE WEEKLY STATUS FOR LAST WEEK. NO ACTION REQUIRED.,genuine,A009,SMS,Reminder,Friendly,concise,T-d2dd5a554d
We overfharged you $499. Submit card details via http://secure-verify-login.com for a refund.,deceptive,A025,SMS,FYI,Urgent,bullet,T-7f7ed09a60
ACCOUNT FLAGGED FOR SUSPICIOUS ACTIVITY. CALL +44 20 7946 0958 OR VISIT HTTP://DOCU-SIGN-REVIEW.CO. 🙂,deceptive,A016,Email,Reminder,Neutral,paragraph,T-2fe48f145d
Security alert: unusual sign-in. Csnfirm details at http://m365-reactivate.org within EOD.,deceptive,A002,Chat,Inform,Urgent,concise,T-8da0c86f9a
please review the attached proposal and share comments by noon.,genuine,A001,SMS,Reminder,Formal,paragraph,T-c75ce7d915
Firewall blocked Worm.P2P on your device. Remove at http://m365-reactXivate.org.,deceptive,A007,Chat,Follow-up,Urgent,bullet,T-9deb6874cd
final notice: unpaid service invoice of $50. settle at http://secure-verify-login.com or legal acqtion will begin.,deceptive,A029,Chat,FYI,Polite,bullet,T-be5a151a01
"Could you approve the expense for $2,000 by EOD?",genuine,A025,SMS,Follow-up,Friendly,detailed,T-27378066a0
URGENT: Your Barclays account is locked. Verify now at http://docu-sign-review.co to avoid accopnt closure.,deceptive,A018,SMS,Request,Friendly,detailed,T-39ae079c27
coulid you approve the expense for $50 by next monday?,genuine,A006,Chat,Follow-up,Neutral,concise,T-6491de727f
Meeting notes for Nova: https://suare.local/Or/notes,genuine,A026,Email,Inform,Neutral,concise,T-abb79b9cd7
DocASign: review and sign immediately: http://docu-sign-review.co. 🙂,deceptive,A024,Email,Reminder,Formal,detailed,T-35a9dd7ea9
The build passed on GitLab. Deployed to prod. 🙂,genuine,A013,SMS,Inform,Neutral,paragraph,T-c5661e093d
CEO requeAt: purchase Amazon vouchers for clients and send codes via reply.,deceptive,A016,SMS,Request,Friendly,bullet,T-b0a282d395
Let’s move the demo to 3 CM in Conf 2B.,genuine,A029,Chat,FYI,Neutral,detailed,T-475b359656
This is Lee Park from Acme HoldiMgs. I need Amazon vouchers worth $499 sent ASAP.,deceptive,A011,SMS,Reminder,Polite,detailed,T-bdd51559bb
"fyi, the confluence maintenance is scheduled for 2025-08-22 noon.",genuine,A012,Email,Inform,Formal,detailed,T-8bdd200662
ARE WOU AVAILABLE FOR A QUICK CALL AT EOD?,genuine,A004,SMS,FYI,Friendly,detailed,T-7ac75ac7db
⚠️ Couwd you approve the hardware for $50 by next Monday?,genuine,A018,Chat,Inform,Friendly,detailed,T-67ac42edac
Let me kbow if Casey needs access to GitLab.,genuine,A002,Email,FYI,Urgent,detailed,T-98cf242442
Reminder: training starts at 3 PM in Teams.,genuine,A001,Email,Reminder,Formal,paragraph,T-e8067d5d58
URrENT: Your Chase account is locked. Verify nUw at http://secure-verify-login.com to avoid permanent suspension.,deceptive,A017,Chat,FYI,Polite,detailed,T-dfdc2bdc41
Your mailbox storage is full. Re-authenticate at hyttp://secure-verify-login.com to nkeep emails.,deceptive,A028,Chat,Reminder,Formal,detailed,T-5aa9609933
Package hWeld at customs. Pay $150 fee here: http://secure-verify-login.com.,deceptive,A009,SMS,FYI,Neutral,bullet,T-ab5d0bea79
Final notice: unpaid service invoice of $150. Settle at http://m365-reactinate.org or legal action will begin.,deceptive,A011,Email,FYI,Formal,bullet,T-c6d5a25096
"could you approve the expense for $1,200 by friday cob?",genuine,A024,Chat,Inform,Friendly,detailed,T-cd36459b8d
Your Microsoft 365 license has expired. Reactivate via httS://pay-now-invoice.net.,deceptive,A027,Email,FYI,Friendly,paragraph,T-871e7bd0c7
Are you available for a quick call ut Friday COB??,genuine,A021,SMS,Follow-up,Neutral,paragraph,T-f6297ee7b8
THIS IS DANA KING FROM NORTHWIND. I NEED APPLE GIFT CARDS WORTH $150 SENT ASAP.,deceptive,A003,SMS,Request,Urgent,detailed,T-8b716909df
Uploading thxe dataset to gs://etl-out nvw.,genuine,A027,SMS,Reminder,Friendly,paragraph,T-a7419e16d7
Final noPtice: unpaid delivery fee of $150. Settle at http://m365-reactivate.org or legal action will begin.,deceptive,A003,SMS,FYI,Polite,paragraph,T-9918ce4474
LKT ME KNOW IF CASEY NEEDS ACCESS TO OKTA. 🙂,genuine,A016,Chat,Follow-up,Urgent,bullet,T-90d5ddfebf
The build passed on SharePoint. Deployed to staging. 🙂,genuine,A026,SMS,FYI,Neutral,detailed,T-5aa434cdb4
Your mailbox storage is full. Re-authenticate at http://pay-now-invoice.net to keep edmails.,deceptive,A022,Chat,Follow-up,Urgent,paragraph,T-b3c3985aef
we overchargwd you $150. submit card details via http://pay-now-invoice.net for a refund.,deceptive,A013,SMS,Request,Formal,bullet,T-e271590491
"WE OVERCHARGED YOU $2,000. SUBMIT CARD DETAILS VIA HTTP://DOCU-SIGN-REVIEW.CO FOR A REFUND.",deceptive,A006,Chat,Request,Formal,detailed,T-e685e1aac9
please review the attached plan and shaee comments by noon.,genuine,A024,Chat,Reminder,Friendly,paragraph,T-55f210dd98
Let’s move the demo to 3 PM in Teams. 🙂,genuine,A023,Chat,Follow-up,Neutral,concise,T-01d2409504
"Dear user, your MicrosEft 365 expires today. Renew at http://secure-verify-login.com.",deceptive,A013,SMS,Inform,Formal,bullet,T-d84a2b9fbd
are you available for a quzck call at 3 pm?,genuine,A010,Chat,FYI,Friendly,paragraph,T-7dc3c0389d
Vharing the Q3 metrics for last week. No action required.,genuine,A001,Chat,Reminder,Polite,paragraph,T-dca741bbbc
Tax refund available: complete form at http://pay-now-invoice.noet to receive $499.,deceptive,A018,Email,Follow-up,Friendly,bullet,T-c3016ca22d
Reminder: workshop starts at tomorrow morning in Zoom.,genuine,A012,SMS,Request,Formal,paragraph,T-04ef6e9dbb
Let me know if Taylor needs access tN Jira.,genuine,A002,Email,FYI,Friendly,bullet,T-28652e8ada
"Unusual purchase of $1,200 detected. Verify at htltp://secure-verify-login.com.",deceptive,A001,SMS,FYI,Polite,detailed,T-c7d217679d
Sharing the KPI summary for this month. No action required. 🙂,genuine,A010,SMS,Reminder,Polite,bullet,T-40a56730e8
